4.8668 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
4.8675 	INFO 	Loaded monitor calibration from ['2024_08_27 15:09']
5.1356 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001166586C730>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001166586C6D0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001166586F2B0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000116695E5240>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.1356 	EXP 	window1: backgroundImage = ''
5.1356 	EXP 	window1: backgroundFit = 'none'
5.1357 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001166586F160>
5.1358 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001166586F160>
5.1447 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001166586F160>
5.1450 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001166586F160>
5.1481 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1485 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1490 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1496 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1501 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1504 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1508 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1514 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1515 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1517 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1522 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1527 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1531 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1535 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1539 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1543 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1547 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1550 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1553 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1558 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1561 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1563 	DEBUG 	Uploading Texture Font fontname to graphics card
5.1608 	DEBUG 	Upload of Texture Font fontname complete
5.1617 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001166586F160>
5.1617 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001166586F160>
5.1621 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001166586F160>
5.1623 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001166586F160>
5.1648 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1654 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1659 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.1661 	DEBUG 	Uploading Texture Font fontname to graphics card
5.1708 	DEBUG 	Upload of Texture Font fontname complete
5.1720 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
5.1720 	EXP 	window1: recordFrameIntervals = False
5.3299 	EXP 	window1: recordFrameIntervals = True
5.5146 	EXP 	Screen (0) actual frame rate measured at 59.65Hz
5.5147 	EXP 	window1: recordFrameIntervals = False
5.5148 	EXP 	window1: mouseVisible = False
5.5153 	EXP 	window1: mouseVisible = False
5.5155 	EXP 	window1: mouseVisible = False
5.5166 	EXP 	window1: mouseVisible = False
5.5174 	EXP 	window1: mouseVisible = False
5.5222 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.5227 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.5233 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.5239 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.5245 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.5251 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.5254 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.5259 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.5264 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.5270 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.5271 	DEBUG 	Uploading Texture Font fontname to graphics card
5.5277 	DEBUG 	Upload of Texture Font fontname complete
5.5286 	EXP 	window1: mouseVisible = False
5.5286 	EXP 	window1: mouseVisible = False
5.5289 	EXP 	window1: mouseVisible = False
5.5292 	EXP 	window1: mouseVisible = False
5.5782 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
7.5161 	INFO 	keyboard.Keyboard is using iohub backend.
7.5161 	INFO 	keyboard.Keyboard is using iohub backend.
7.5161 	EXP 	Foreperiod_task: status = STARTED
7.5163 	EXP 	window1: mouseVisible = False
7.6465 	EXP 	Created Welcome_Text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Welcome_Text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
7.6466 	EXP 	window1: mouseVisible = False
7.6561 	EXP 	Created PLUS_FP = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='PLUS_FP', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
7.6562 	EXP 	window1: mouseVisible = False
7.6569 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='polygon', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
7.6569 	EXP 	window1: mouseVisible = False
7.6575 	EXP 	Created Photodiode_polygon = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-4.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='Photodiode_polygon', opacity=1, ori=0.0, pos=array([ 0.735, -0.44 ]), size=array([0.11, 0.11]), units='height', vertices=ndarray(...), win=Window(...))
7.6575 	EXP 	window1: mouseVisible = False
7.6580 	EXP 	Created Photodiode_plus = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-5.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='Photodiode_plus', opacity=1, ori=0.0, pos=array([ 0.735, -0.44 ]), size=array([0.11, 0.11]), units='height', vertices=ndarray(...), win=Window(...))
7.6581 	EXP 	window1: mouseVisible = False
7.6584 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([ 0.  , -0.35]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
7.6584 	EXP 	window1: mouseVisible = False
7.6589 	EXP 	Created Photodiode_2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='Photodiode_2', opacity=1, ori=0.0, pos=array([ 0.735, -0.44 ]), size=array([0.11, 0.11]), units='height', vertices=ndarray(...), win=Window(...))
7.6590 	EXP 	window1: mouseVisible = False
